Date,Close
03/01/2023,3824.139892578125
04/01/2023,3852.969970703125
05/01/2023,3808.10009765625
06/01/2023,3895.080078125
09/01/2023,3892.090087890625
10/01/2023,3919.25
11/01/2023,3969.610107421875
12/01/2023,3983.169921875
13/01/2023,3999.090087890625
17/01/2023,3990.969970703125
18/01/2023,3928.860107421875
19/01/2023,3898.85009765625
20/01/2023,3972.610107421875
23/01/2023,4019.81005859375
24/01/2023,4016.949951171875
25/01/2023,4016.219970703125
26/01/2023,4060.429931640625
27/01/2023,4070.56005859375
30/01/2023,4017.77001953125
31/01/2023,4076.60009765625
01/02/2023,4119.2099609375
02/02/2023,4179.759765625
03/02/2023,4136.47998046875
06/02/2023,4111.080078125
07/02/2023,4164.0
08/02/2023,4117.85986328125
09/02/2023,4081.5
10/02/2023,4090.4599609375
13/02/2023,4137.2900390625
14/02/2023,4136.1298828125
15/02/2023,4147.60009765625
16/02/2023,4090.409912109375
17/02/2023,4079.090087890625
21/02/2023,3997.340087890625
22/02/2023,3991.050048828125
23/02/2023,4012.320068359375
24/02/2023,3970.0400390625
27/02/2023,3982.239990234375
28/02/2023,3970.14990234375
01/03/2023,3951.389892578125
02/03/2023,3981.35009765625
03/03/2023,4045.639892578125
06/03/2023,4048.419921875
07/03/2023,3986.3701171875
08/03/2023,3992.010009765625
09/03/2023,3918.320068359375
10/03/2023,3861.590087890625
13/03/2023,3855.760009765625
14/03/2023,3919.2900390625
15/03/2023,3891.929931640625
16/03/2023,3960.280029296875
17/03/2023,3916.639892578125
20/03/2023,3951.570068359375
21/03/2023,4002.8701171875
22/03/2023,3936.969970703125
23/03/2023,3948.719970703125
24/03/2023,3970.989990234375
27/03/2023,3977.530029296875
28/03/2023,3971.27001953125
29/03/2023,4027.81005859375
30/03/2023,4050.830078125
31/03/2023,4109.31005859375
03/04/2023,4124.509765625
04/04/2023,4100.60009765625
05/04/2023,4090.3798828125
06/04/2023,4105.02001953125
10/04/2023,4109.10986328125
11/04/2023,4108.93994140625
12/04/2023,4091.949951171875
13/04/2023,4146.22021484375
14/04/2023,4137.64013671875
17/04/2023,4151.31982421875
18/04/2023,4154.8701171875
19/04/2023,4154.52001953125
20/04/2023,4129.7900390625
21/04/2023,4133.52001953125
24/04/2023,4137.0400390625
25/04/2023,4071.6298828125
26/04/2023,4055.989990234375
27/04/2023,4135.35009765625
28/04/2023,4169.47998046875
01/05/2023,4167.8701171875
02/05/2023,4119.580078125
03/05/2023,4090.75
04/05/2023,4061.219970703125
05/05/2023,4136.25
08/05/2023,4138.1201171875
09/05/2023,4119.169921875
10/05/2023,4137.64013671875
11/05/2023,4130.6201171875
12/05/2023,4124.080078125
15/05/2023,4136.27978515625
16/05/2023,4109.89990234375
17/05/2023,4158.77001953125
18/05/2023,4198.0498046875
19/05/2023,4191.97998046875
22/05/2023,4192.6298828125
23/05/2023,4145.580078125
24/05/2023,4115.240234375
25/05/2023,4151.27978515625
26/05/2023,4205.4501953125
30/05/2023,4205.52001953125
31/05/2023,4179.830078125
01/06/2023,4221.02001953125
02/06/2023,4282.3701171875
05/06/2023,4273.7900390625
06/06/2023,4283.85009765625
07/06/2023,4267.52001953125
08/06/2023,4293.93017578125
09/06/2023,4298.85986328125
12/06/2023,4338.93017578125
13/06/2023,4369.009765625
14/06/2023,4372.58984375
15/06/2023,4425.83984375
16/06/2023,4409.58984375
20/06/2023,4388.7099609375
21/06/2023,4365.68994140625
22/06/2023,4381.89013671875
23/06/2023,4348.330078125
26/06/2023,4328.81982421875
27/06/2023,4378.41015625
28/06/2023,4376.85986328125
29/06/2023,4396.43994140625
30/06/2023,4450.3798828125
03/07/2023,4455.58984375
05/07/2023,4446.81982421875
06/07/2023,4411.58984375
07/07/2023,4398.9501953125
10/07/2023,4409.52978515625
11/07/2023,4439.259765625
12/07/2023,4472.16015625
13/07/2023,4510.0400390625
14/07/2023,4505.419921875
17/07/2023,4522.7900390625
18/07/2023,4554.97998046875
19/07/2023,4565.72021484375
20/07/2023,4534.8701171875
21/07/2023,4536.33984375
24/07/2023,4554.64013671875
25/07/2023,4567.4599609375
26/07/2023,4566.75
27/07/2023,4537.41015625
28/07/2023,4582.22998046875
31/07/2023,4588.9599609375
01/08/2023,4576.72998046875
02/08/2023,4513.39013671875
03/08/2023,4501.89013671875
04/08/2023,4478.02978515625
07/08/2023,4518.43994140625
08/08/2023,4499.3798828125
09/08/2023,4467.7099609375
10/08/2023,4468.830078125
11/08/2023,4464.0498046875
14/08/2023,4489.72021484375
15/08/2023,4437.85986328125
16/08/2023,4404.330078125
17/08/2023,4370.35986328125
18/08/2023,4369.7099609375
21/08/2023,4399.77001953125
22/08/2023,4387.5498046875
23/08/2023,4436.009765625
24/08/2023,4376.31005859375
25/08/2023,4405.7099609375
28/08/2023,4433.31005859375
29/08/2023,4497.6298828125
30/08/2023,4514.8701171875
31/08/2023,4507.66015625
01/09/2023,4515.77001953125
05/09/2023,4496.830078125
06/09/2023,4465.47998046875
07/09/2023,4451.14013671875
08/09/2023,4457.490234375
11/09/2023,4487.4599609375
12/09/2023,4461.89990234375
13/09/2023,4467.43994140625
14/09/2023,4505.10009765625
15/09/2023,4450.31982421875
18/09/2023,4453.52978515625
19/09/2023,4443.9501953125
20/09/2023,4402.2001953125
21/09/2023,4330.0
22/09/2023,4320.06005859375
25/09/2023,4337.43994140625
26/09/2023,4273.52978515625
27/09/2023,4274.509765625
28/09/2023,4299.7001953125
29/09/2023,4288.0498046875
02/10/2023,4288.39013671875
03/10/2023,4229.4501953125
04/10/2023,4263.75
05/10/2023,4258.18994140625
06/10/2023,4308.5
09/10/2023,4335.66015625
10/10/2023,4358.240234375
11/10/2023,4376.9501953125
12/10/2023,4349.60986328125
13/10/2023,4327.77978515625
16/10/2023,4373.6298828125
17/10/2023,4373.2001953125
18/10/2023,4314.60009765625
19/10/2023,4278.0
20/10/2023,4224.16015625
23/10/2023,4217.0400390625
24/10/2023,4247.68017578125
25/10/2023,4186.77001953125
26/10/2023,4137.22998046875
27/10/2023,4117.3701171875
30/10/2023,4166.81982421875
31/10/2023,4193.7998046875
01/11/2023,4237.85986328125
02/11/2023,4317.77978515625
03/11/2023,4358.33984375
06/11/2023,4365.97998046875
07/11/2023,4378.3798828125
08/11/2023,4382.77978515625
09/11/2023,4347.35009765625
10/11/2023,4415.240234375
13/11/2023,4411.5498046875
14/11/2023,4495.7001953125
15/11/2023,4502.8798828125
16/11/2023,4508.240234375
17/11/2023,4514.02001953125
20/11/2023,4547.3798828125
21/11/2023,4538.18994140625
22/11/2023,4556.6201171875
24/11/2023,4559.33984375
27/11/2023,4550.43017578125
28/11/2023,4554.89013671875
29/11/2023,4550.580078125
30/11/2023,4567.7998046875
01/12/2023,4594.6298828125
04/12/2023,4569.77978515625
05/12/2023,4567.18017578125
06/12/2023,4549.33984375
07/12/2023,4585.58984375
08/12/2023,4604.3701171875
11/12/2023,4622.43994140625
12/12/2023,4643.7001953125
13/12/2023,4707.08984375
14/12/2023,4719.5498046875
15/12/2023,4719.18994140625
18/12/2023,4740.56005859375
19/12/2023,4768.3701171875
20/12/2023,4698.35009765625
21/12/2023,4746.75
22/12/2023,4754.6298828125
26/12/2023,4774.75
27/12/2023,4781.580078125
28/12/2023,4783.35009765625
29/12/2023,4769.830078125
02/01/2024,4742.830078125
03/01/2024,4704.81005859375
04/01/2024,4688.68017578125
05/01/2024,4697.240234375
08/01/2024,4763.5400390625
09/01/2024,4756.5
10/01/2024,4783.4501953125
11/01/2024,4780.240234375
12/01/2024,4783.830078125
16/01/2024,4765.97998046875
17/01/2024,4739.2099609375
18/01/2024,4780.93994140625
19/01/2024,4839.81005859375
22/01/2024,4850.43017578125
23/01/2024,4864.60009765625
24/01/2024,4868.5498046875
25/01/2024,4894.16015625
26/01/2024,4890.97021484375
29/01/2024,4927.93017578125
30/01/2024,4924.97021484375
31/01/2024,4845.64990234375
01/02/2024,4906.18994140625
02/02/2024,4958.60986328125
05/02/2024,4942.81005859375
06/02/2024,4954.22998046875
07/02/2024,4995.06005859375
08/02/2024,4997.91015625
09/02/2024,5026.60986328125
12/02/2024,5021.83984375
13/02/2024,4953.169921875
14/02/2024,5000.6201171875
15/02/2024,5029.72998046875
16/02/2024,5005.56982421875
20/02/2024,4975.509765625
21/02/2024,4981.7998046875
22/02/2024,5087.02978515625
23/02/2024,5088.7998046875
26/02/2024,5069.52978515625
27/02/2024,5078.18017578125
28/02/2024,5069.759765625
29/02/2024,5096.27001953125
01/03/2024,5137.080078125
04/03/2024,5130.9501953125
05/03/2024,5078.64990234375
06/03/2024,5104.759765625
07/03/2024,5157.35986328125
08/03/2024,5123.68994140625
11/03/2024,5117.93994140625
12/03/2024,5175.27001953125
13/03/2024,5165.31005859375
14/03/2024,5150.47998046875
15/03/2024,5117.08984375
18/03/2024,5149.419921875
19/03/2024,5178.509765625
20/03/2024,5224.6201171875
21/03/2024,5241.52978515625
22/03/2024,5234.18017578125
25/03/2024,5218.18994140625
26/03/2024,5203.580078125
27/03/2024,5248.490234375
28/03/2024,5254.35009765625
01/04/2024,5243.77001953125
02/04/2024,5205.81005859375
03/04/2024,5211.490234375
04/04/2024,5147.2099609375
05/04/2024,5204.33984375
08/04/2024,5202.39013671875
09/04/2024,5209.91015625
10/04/2024,5160.64013671875
11/04/2024,5199.06005859375
12/04/2024,5123.41015625
15/04/2024,5061.81982421875
16/04/2024,5051.41015625
17/04/2024,5022.2099609375
18/04/2024,5011.1201171875
19/04/2024,4967.22998046875
22/04/2024,5010.60009765625
23/04/2024,5070.5498046875
24/04/2024,5071.6298828125
25/04/2024,5048.419921875
26/04/2024,5099.9599609375
29/04/2024,5116.169921875
30/04/2024,5035.68994140625
01/05/2024,5018.39013671875
02/05/2024,5064.2001953125
03/05/2024,5127.7900390625
06/05/2024,5180.740234375
07/05/2024,5187.7001953125
08/05/2024,5187.669921875
09/05/2024,5214.080078125
10/05/2024,5222.68017578125
13/05/2024,5221.419921875
14/05/2024,5246.68017578125
15/05/2024,5308.14990234375
16/05/2024,5297.10009765625
17/05/2024,5303.27001953125
20/05/2024,5308.1298828125
21/05/2024,5321.41015625
22/05/2024,5307.009765625
23/05/2024,5267.83984375
24/05/2024,5304.72021484375
28/05/2024,5306.0400390625
29/05/2024,5266.9501953125
30/05/2024,5235.47998046875
31/05/2024,5277.509765625
03/06/2024,5283.39990234375
04/06/2024,5291.33984375
05/06/2024,5354.02978515625
06/06/2024,5352.9599609375
07/06/2024,5346.990234375
10/06/2024,5360.7900390625
11/06/2024,5375.31982421875
12/06/2024,5421.02978515625
13/06/2024,5433.740234375
14/06/2024,5431.60009765625
17/06/2024,5473.22998046875
18/06/2024,5487.02978515625
20/06/2024,5473.169921875
21/06/2024,5464.6201171875
24/06/2024,5447.8701171875
25/06/2024,5469.2998046875
26/06/2024,5477.89990234375
27/06/2024,5482.8701171875
28/06/2024,5460.47998046875
01/07/2024,5475.08984375
02/07/2024,5509.009765625
03/07/2024,5537.02001953125
05/07/2024,5567.18994140625
08/07/2024,5572.85009765625
09/07/2024,5576.97998046875
10/07/2024,5633.91015625
11/07/2024,5584.5400390625
12/07/2024,5615.35009765625
15/07/2024,5631.22021484375
16/07/2024,5667.2001953125
17/07/2024,5588.27001953125
18/07/2024,5544.58984375
19/07/2024,5505.0
22/07/2024,5564.41015625
23/07/2024,5555.740234375
24/07/2024,5427.1298828125
25/07/2024,5399.22021484375
26/07/2024,5459.10009765625
29/07/2024,5463.5400390625
30/07/2024,5436.43994140625
31/07/2024,5522.2998046875
01/08/2024,5446.68017578125
02/08/2024,5346.56005859375
05/08/2024,5186.330078125
06/08/2024,5240.02978515625
07/08/2024,5199.5
08/08/2024,5319.31005859375
09/08/2024,5344.16015625
12/08/2024,5344.39013671875
13/08/2024,5434.43017578125
14/08/2024,5455.2099609375
15/08/2024,5543.22021484375
16/08/2024,5554.25
19/08/2024,5608.25
20/08/2024,5597.1201171875
21/08/2024,5620.85009765625
22/08/2024,5570.64013671875
23/08/2024,5634.60986328125
26/08/2024,5616.83984375
